key,student_geoid_hashed,student_state,nearest_campus_id,nearest_campus_hashed_geoid,nearest_campus_state,nearest_campus_distance
162,a11828,CO,30,a12127,CO,2.71135
2128,a24893,IN,4,a24882,IN,49.0342
1355,a19702,GA,40,a18790,GA,45.353
5091,a57439,PA,7,a57195,PA,29.2139
586,a13034,CT,58,a13035,CT,27.775
637,a13111,CT,57,a13101,CT,45.6509
2811,a30885,MD,15,a30451,MD,22.607
4001,a42618,NJ,2,a42598,NJ,14.115
2435,a30005,MD,15,a30451,MD,22.607
5591,a62527,TX,11,a66091,TX,49.3194
5232,a58027,PA,5,a58089,PA,35.3072
5442,a61007,TN,17,a60354,TN,48.4827
5893,a63339,TX,11,a66091,TX,49.3194
2292,a25161,IN,4,a24882,IN,49.0342
1523,a21550,IL,16,a22078,IL,11.1211
5874,a63284,TX,11,a66091,TX,49.3194
924,a13508,CT,58,a13035,CT,27.775
2237,a25047,IN,4,a24882,IN,49.0342
2158,a24942,IN,4,a24882,IN,49.0342
4700,a46649,NY,18,a46880,NY,22.6004
5216,a58002,PA,5,a58089,PA,35.3072
5636,a62760,TX,11,a66091,TX,49.3194
445,a12451,CO,30,a12127,CO,2.71135
1957,a23864,IL,16,a22078,IL,11.1211
3839,a42389,NJ,14,a40859,NJ,36.6716
1526,a21554,IL,16,a22078,IL,11.1211
518,a12860,CO,30,a12127,CO,2.71135
1274,a19339,GA,40,a18790,GA,45.353
2373,a29896,MD,15,a30451,MD,22.607
4988,a47991,NY,14,a40859,NJ,36.6716
2877,a31199,MD,15,a30451,MD,22.607
2803,a30876,MD,15,a30451,MD,22.607
43,a11666,CO,30,a12127,CO,2.71135
4118,a43405,NY,14,a40859,NJ,36.6716
1121,a18721,GA,40,a18790,GA,45.353
719,a13203,CT,57,a13101,CT,45.6509
4823,a47116,NY,2,a42598,NJ,14.115
312,a12092,CO,30,a12127,CO,2.71135
2120,a24885,IN,4,a24882,IN,49.0342
396,a12382,CO,30,a12127,CO,2.71135
6032,a66042,TX,11,a66091,TX,49.3194
530,a12898,CT,58,a13035,CT,27.775
1357,a19706,GA,40,a18790,GA,45.353
1951,a23847,IL,16,a22078,IL,11.1211
6100,a66132,TX,11,a66091,TX,49.3194
5662,a62835,TX,11,a66091,TX,49.3194
2556,a30435,MD,15,a30451,MD,22.607
1979,a24216,IN,4,a24882,IN,49.0342
587,a13035,CT,58,a13035,CT,27.775
1976,a24213,IN,4,a24882,IN,49.0342
5392,a60462,TN,17,a60354,TN,48.4827
4296,a44600,NY,18,a46880,NY,22.6004
126,a11787,CO,30,a12127,CO,2.71135
5420,a60729,TN,17,a60354,TN,48.4827
1,a11622,CO,30,a12127,CO,2.71135
6124,a66173,TX,11,a66091,TX,49.3194
636,a13110,CT,57,a13101,CT,45.6509
2505,a30263,MD,15,a30451,MD,22.607
3782,a42268,NJ,67,a41808,NJ,33.1584
5798,a63090,TX,11,a66091,TX,49.3194
151,a11817,CO,30,a12127,CO,2.71135
669,a13148,CT,66,a13186,CT,49.2057
4665,a46493,NY,18,a46880,NY,22.6004
4672,a46522,NY,18,a46880,NY,22.6004
4367,a44904,NY,18,a46880,NY,22.6004
2917,a31658,MA,66,a13186,CT,49.2057
3154,a41058,NJ,5,a58089,PA,35.3072
6069,a66089,TX,11,a66091,TX,49.3194
5842,a63221,TX,11,a66091,TX,49.3194
550,a12956,CT,58,a13035,CT,27.775
3809,a42354,NJ,14,a40859,NJ,36.6716
1508,a21465,IL,16,a22078,IL,11.1211
2615,a30560,MD,15,a30451,MD,22.607
538,a12917,CT,58,a13035,CT,27.775
1331,a19576,GA,40,a18790,GA,45.353
1147,a18780,GA,40,a18790,GA,45.353
2699,a30719,MD,15,a30451,MD,22.607
2103,a24860,IN,4,a24882,IN,49.0342
5046,a56613,PA,5,a58089,PA,35.3072
1034,a13688,CT,66,a13186,CT,49.2057
3571,a41904,NJ,67,a41808,NJ,33.1584
2545,a30417,MD,15,a30451,MD,22.607
3466,a41742,NJ,2,a42598,NJ,14.115
2551,a30427,MD,15,a30451,MD,22.607
4664,a46489,NY,18,a46880,NY,22.6004
2679,a30695,MD,15,a30451,MD,22.607
4395,a44960,NY,18,a46880,NY,22.6004
3614,a41960,NJ,2,a42598,NJ,14.115
3366,a41563,NJ,2,a42598,NJ,14.115
25,a11646,CO,30,a12127,CO,2.71135
2902,a31639,CT,66,a13186,CT,49.2057
3383,a41591,NJ,2,a42598,NJ,14.115
4072,a43308,NY,18,a46880,NY,22.6004
1693,a22047,IL,16,a22078,IL,11.1211
6145,a66213,TX,11,a66091,TX,49.3194
3840,a42390,NJ,14,a40859,NJ,36.6716
855,a13400,CT,58,a13035,CT,27.775
4240,a44316,NY,2,a42598,NJ,14.115
646,a13121,CT,66,a13186,CT,49.2057
6099,a66131,TX,11,a66091,TX,49.3194
1567,a21655,IL,16,a22078,IL,11.1211
6034,a66044,TX,11,a66091,TX,49.3194
3456,a41721,NJ,5,a58089,PA,35.3072
2041,a24536,IN,4,a24882,IN,49.0342
4425,a45009,NY,18,a46880,NY,22.6004
3796,a42341,NJ,14,a40859,NJ,36.6716
1827,a22332,IL,16,a22078,IL,11.1211
4915,a47527,NY,18,a46880,NY,22.6004
1245,a19129,GA,40,a18790,GA,45.353
4663,a46472,NY,18,a46880,NY,22.6004
2200,a24990,IN,4,a24882,IN,49.0342
4341,a44796,NY,18,a46880,NY,22.6004
677,a13158,CT,66,a13186,CT,49.2057
3199,a41292,NJ,2,a42598,NJ,14.115
4145,a43468,NY,67,a41808,NJ,33.1584
3755,a42204,NJ,2,a42598,NJ,14.115
5804,a63104,TX,11,a66091,TX,49.3194
2088,a24751,IN,16,a22078,IL,11.1211
4327,a44734,NY,18,a46880,NY,22.6004
1598,a21725,IL,16,a22078,IL,11.1211
994,a13636,CT,57,a13101,CT,45.6509
5105,a57571,PA,5,a58089,PA,35.3072
4955,a47900,NY,18,a46880,NY,22.6004
2950,a31714,MA,66,a13186,CT,49.2057
2002,a24480,IN,4,a24882,IN,49.0342
1397,a21157,IL,16,a22078,IL,11.1211
2299,a25169,IN,4,a24882,IN,49.0342
3389,a41601,NJ,2,a42598,NJ,14.115
4097,a43363,NY,18,a46880,NY,22.6004
3693,a42103,NJ,2,a42598,NJ,14.115
5818,a63133,TX,11,a66091,TX,49.3194
1294,a19405,GA,40,a18790,GA,45.353
3270,a41369,NJ,2,a42598,NJ,14.115
1619,a21772,IL,16,a22078,IL,11.1211
5888,a63326,TX,11,a66091,TX,49.3194
5427,a60975,TN,17,a60354,TN,48.4827
2387,a29915,MD,15,a30451,MD,22.607
4772,a46964,NY,18,a46880,NY,22.6004
2663,a30639,MD,15,a30451,MD,22.607
1289,a19392,GA,40,a18790,GA,45.353
5236,a58032,PA,5,a58089,PA,35.3072
1851,a22462,IL,16,a22078,IL,11.1211
5750,a63025,TX,11,a66091,TX,49.3194
1233,a19070,GA,40,a18790,GA,45.353
953,a13560,CT,57,a13101,CT,45.6509
3233,a41329,NJ,2,a42598,NJ,14.115
808,a13330,CT,66,a13186,CT,49.2057
2324,a25420,IN,4,a24882,IN,49.0342
4986,a47989,NY,18,a46880,NY,22.6004
113,a11768,CO,30,a12127,CO,2.71135
3475,a41784,NJ,2,a42598,NJ,14.115
4730,a46761,NY,18,a46880,NY,22.6004
4860,a47164,NY,14,a40859,NJ,36.6716
2880,a31204,MD,15,a30451,MD,22.607
4094,a43355,NY,18,a46880,NY,22.6004
745,a13240,CT,66,a13186,CT,49.2057
1131,a18746,GA,40,a18790,GA,45.353
1522,a21547,IL,16,a22078,IL,11.1211
4747,a46868,NY,18,a46880,NY,22.6004
4830,a47126,NY,2,a42598,NJ,14.115
3319,a41442,NJ,2,a42598,NJ,14.115
1551,a21628,IL,16,a22078,IL,11.1211
5353,a60379,TN,17,a60354,TN,48.4827
1151,a18792,GA,40,a18790,GA,45.353
4641,a46361,NY,18,a46880,NY,22.6004
2068,a24624,IN,4,a24882,IN,49.0342
374,a12174,CO,30,a12127,CO,2.71135
3193,a41286,NJ,2,a42598,NJ,14.115
6027,a66031,TX,11,a66091,TX,49.3194
4112,a43386,NY,18,a46880,NY,22.6004
1560,a21641,IL,16,a22078,IL,11.1211
5810,a63118,TX,11,a66091,TX,49.3194
6158,a66232,TX,11,a66091,TX,49.3194
1253,a19141,GA,40,a18790,GA,45.353
3710,a42125,NJ,14,a40859,NJ,36.6716
2404,a29943,MD,15,a30451,MD,22.607
3538,a41862,NJ,2,a42598,NJ,14.115
5126,a57799,PA,5,a58089,PA,35.3072
4872,a47178,NY,14,a40859,NJ,36.6716
325,a12106,CO,30,a12127,CO,2.71135
3943,a42552,NJ,14,a40859,NJ,36.6716
5968,a65771,TX,11,a66091,TX,49.3194
4949,a47894,NY,14,a40859,NJ,36.6716
4833,a47129,NY,67,a41808,NJ,33.1584
5799,a63091,TX,11,a66091,TX,49.3194
4317,a44679,NY,18,a46880,NY,22.6004
2334,a28226,KY,17,a60354,TN,48.4827
4207,a43610,NY,18,a46880,NY,22.6004
2610,a30538,MD,15,a30451,MD,22.607
1267,a19313,GA,40,a18790,GA,45.353
3513,a41834,NJ,2,a42598,NJ,14.115
1573,a21668,IL,16,a22078,IL,11.1211
2141,a24912,IN,4,a24882,IN,49.0342
2667,a30658,MD,15,a30451,MD,22.607
75,a11701,CO,30,a12127,CO,2.71135
1777,a22196,IL,16,a22078,IL,11.1211
5301,a58537,PA,15,a30451,MD,22.607
966,a13586,CT,57,a13101,CT,45.6509
2274,a25090,IN,4,a24882,IN,49.0342
3400,a41615,NJ,2,a42598,NJ,14.115
3376,a41579,NJ,2,a42598,NJ,14.115
3742,a42183,NJ,2,a42598,NJ,14.115
3708,a42121,NJ,14,a40859,NJ,36.6716
5828,a63162,TX,11,a66091,TX,49.3194
1876,a22585,IL,16,a22078,IL,11.1211
4483,a45421,NY,18,a46880,NY,22.6004
900,a13480,CT,57,a13101,CT,45.6509
839,a13378,CT,57,a13101,CT,45.6509
414,a12408,CO,30,a12127,CO,2.71135
1742,a22105,IL,16,a22078,IL,11.1211
5586,a62514,TX,11,a66091,TX,49.3194
2070,a24627,IN,4,a24882,IN,49.0342
5007,a48073,NY,14,a40859,NJ,36.6716
4533,a45722,NY,18,a46880,NY,22.6004
1387,a21123,IL,16,a22078,IL,11.1211
2549,a30425,MD,15,a30451,MD,22.607
2775,a30837,MD,15,a30451,MD,22.607
392,a12332,CO,30,a12127,CO,2.71135
504,a12835,CO,30,a12127,CO,2.71135
842,a13382,CT,66,a13186,CT,49.2057
1806,a22271,IL,16,a22078,IL,11.1211
4119,a43406,NY,18,a46880,NY,22.6004
288,a12059,CO,30,a12127,CO,2.71135
3094,a40894,NJ,2,a42598,NJ,14.115
534,a12902,CT,58,a13035,CT,27.775
4944,a47887,NY,18,a46880,NY,22.6004
1481,a21408,IL,16,a22078,IL,11.1211
2982,a32675,MA,66,a13186,CT,49.2057
2335,a28228,KY,17,a60354,TN,48.4827
6111,a66148,TX,11,a66091,TX,49.3194
4619,a46241,NY,14,a40859,NJ,36.6716
5544,a61614,TN,17,a60354,TN,48.4827
2121,a24886,IN,4,a24882,IN,49.0342
5966,a65769,TX,11,a66091,TX,49.3194
439,a12444,CO,30,a12127,CO,2.71135
975,a13604,CT,66,a13186,CT,49.2057
1860,a22503,IL,16,a22078,IL,11.1211
929,a13520,CT,66,a13186,CT,49.2057
4521,a45615,NY,18,a46880,NY,22.6004
2349,a29856,MD,15,a30451,MD,22.607
535,a12903,CT,58,a13035,CT,27.775
5171,a57915,PA,5,a58089,PA,35.3072
3236,a41332,NJ,2,a42598,NJ,14.115
3286,a41392,NJ,2,a42598,NJ,14.115
5188,a57936,PA,5,a58089,PA,35.3072
1939,a23223,IL,16,a22078,IL,11.1211
3885,a42469,NJ,2,a42598,NJ,14.115
4249,a44355,NY,18,a46880,NY,22.6004
3965,a42582,NJ,2,a42598,NJ,14.115
2969,a32572,MA,66,a13186,CT,49.2057
3322,a41446,NJ,14,a40859,NJ,36.6716
4662,a46465,NY,18,a46880,NY,22.6004
261,a12010,CO,30,a12127,CO,2.71135
3507,a41827,NJ,2,a42598,NJ,14.115
5047,a56614,PA,5,a58089,PA,35.3072
4692,a46603,NY,18,a46880,NY,22.6004
4562,a45840,NY,18,a46880,NY,22.6004
1548,a21621,IL,16,a22078,IL,11.1211
2932,a31685,MA,66,a13186,CT,49.2057
6125,a66175,TX,11,a66091,TX,49.3194
3462,a41733,NJ,5,a58089,PA,35.3072
3919,a42516,NJ,2,a42598,NJ,14.115
5545,a61615,TN,17,a60354,TN,48.4827
3951,a42567,NJ,67,a41808,NJ,33.1584
4132,a43428,NY,18,a46880,NY,22.6004
4433,a45026,NY,18,a46880,NY,22.6004
455,a12467,CO,30,a12127,CO,2.71135
5590,a62526,TX,11,a66091,TX,49.3194
5894,a63395,TX,11,a66091,TX,49.3194
3291,a41400,NJ,2,a42598,NJ,14.115
2014,a24500,IN,4,a24882,IN,49.0342
2494,a30217,MD,15,a30451,MD,22.607
391,a12209,CO,30,a12127,CO,2.71135
2183,a24971,IN,4,a24882,IN,49.0342
3345,a41535,NJ,2,a42598,NJ,14.115
5890,a63334,TX,11,a66091,TX,49.3194
811,a13336,CT,57,a13101,CT,45.6509
5503,a61156,TN,17,a60354,TN,48.4827
3835,a42385,NJ,14,a40859,NJ,36.6716
1792,a22244,IL,16,a22078,IL,11.1211
5620,a62719,TX,11,a66091,TX,49.3194
4785,a47054,NY,2,a42598,NJ,14.115
1832,a22362,IL,16,a22078,IL,11.1211
2207,a24999,IN,4,a24882,IN,49.0342
3516,a41838,NJ,2,a42598,NJ,14.115
531,a12899,CT,58,a13035,CT,27.775
6172,a66248,TX,11,a66091,TX,49.3194
2567,a30449,MD,15,a30451,MD,22.607
511,a12850,CO,30,a12127,CO,2.71135
1582,a21680,IL,16,a22078,IL,11.1211
3588,a41923,NJ,67,a41808,NJ,33.1584
6135,a66201,TX,11,a66091,TX,49.3194
3632,a41987,NJ,67,a41808,NJ,33.1584
5343,a60361,TN,17,a60354,TN,48.4827
4004,a42621,NJ,2,a42598,NJ,14.115
1879,a22609,IL,16,a22078,IL,11.1211
1236,a19074,GA,40,a18790,GA,45.353
189,a11866,CO,30,a12127,CO,2.71135
5607,a62679,TX,11,a66091,TX,49.3194
98,a11738,CO,30,a12127,CO,2.71135
3574,a41907,NJ,2,a42598,NJ,14.115
4804,a47092,NY,2,a42598,NJ,14.115
5938,a65077,TX,11,a66091,TX,49.3194
6107,a66142,TX,11,a66091,TX,49.3194
2202,a24992,IN,4,a24882,IN,49.0342
3440,a41687,NJ,67,a41808,NJ,33.1584
1536,a21584,IL,16,a22078,IL,11.1211
1223,a19054,GA,40,a18790,GA,45.353
4489,a45434,NY,18,a46880,NY,22.6004
6147,a66216,TX,11,a66091,TX,49.3194
1051,a13946,DC,15,a30451,MD,22.607
6154,a66227,TX,11,a66091,TX,49.3194
3018,a40801,NJ,14,a40859,NJ,36.6716
991,a13633,CT,57,a13101,CT,45.6509
1807,a22273,IL,16,a22078,IL,11.1211
4527,a45679,NY,18,a46880,NY,22.6004
2691,a30710,MD,15,a30451,MD,22.607
740,a13235,CT,66,a13186,CT,49.2057
209,a11909,CO,30,a12127,CO,2.71135
3226,a41321,NJ,2,a42598,NJ,14.115
5277,a58086,PA,5,a58089,PA,35.3072
5439,a61004,TN,17,a60354,TN,48.4827
1242,a19124,GA,40,a18790,GA,45.353
5738,a63006,TX,11,a66091,TX,49.3194
1308,a19425,GA,40,a18790,GA,45.353
2,a11623,CO,30,a12127,CO,2.71135
477,a12509,CO,30,a12127,CO,2.71135
2466,a30107,MD,15,a30451,MD,22.607
1690,a22031,IL,16,a22078,IL,11.1211
4266,a44449,NY,2,a42598,NJ,14.115
2799,a30870,MD,15,a30451,MD,22.607
4199,a43592,NY,18,a46880,NY,22.6004
6162,a66237,TX,11,a66091,TX,49.3194
803,a13320,CT,66,a13186,CT,49.2057
4455,a45344,NY,18,a46880,NY,22.6004
1082,a18390,GA,40,a18790,GA,45.353
252,a11998,CO,30,a12127,CO,2.71135
1618,a21771,IL,16,a22078,IL,11.1211
5384,a60437,TN,17,a60354,TN,48.4827
2675,a30690,MD,15,a30451,MD,22.607
3144,a41001,NJ,67,a41808,NJ,33.1584
2415,a29969,MD,15,a30451,MD,22.607
4870,a47176,NY,14,a40859,NJ,36.6716
5980,a65928,TX,11,a66091,TX,49.3194
4316,a44677,NY,18,a46880,NY,22.6004
969,a13592,CT,57,a13101,CT,45.6509
5362,a60394,TN,17,a60354,TN,48.4827
3381,a41589,NJ,2,a42598,NJ,14.115
2250,a25064,IN,4,a24882,IN,49.0342
848,a13391,CT,66,a13186,CT,49.2057
3087,a40887,NJ,14,a40859,NJ,36.6716
4689,a46579,NY,18,a46880,NY,22.6004
3954,a42570,NJ,2,a42598,NJ,14.115
5181,a57929,PA,5,a58089,PA,35.3072
5145,a57837,PA,5,a58089,PA,35.3072
5548,a61620,TN,17,a60354,TN,48.4827
1896,a22841,IL,16,a22078,IL,11.1211
1180,a18842,GA,40,a18790,GA,45.353
173,a11846,CO,30,a12127,CO,2.71135
5366,a60399,TN,17,a60354,TN,48.4827
4121,a43408,NY,18,a46880,NY,22.6004
2370,a29893,MD,15,a30451,MD,22.607
3210,a41303,NJ,2,a42598,NJ,14.115
5829,a63164,TX,11,a66091,TX,49.3194
2448,a30051,MD,15,a30451,MD,22.607
21,a11642,CO,30,a12127,CO,2.71135
3422,a41650,NJ,2,a42598,NJ,14.115
3790,a42297,NJ,67,a41808,NJ,33.1584
1364,a19980,GA,40,a18790,GA,45.353
3014,a40796,NJ,14,a40859,NJ,36.6716
4594,a46208,NY,14,a40859,NJ,36.6716
1218,a19047,GA,40,a18790,GA,45.353
4169,a43535,NY,2,a42598,NJ,14.115
868,a13428,CT,58,a13035,CT,27.775
1213,a19025,GA,40,a18790,GA,45.353
1730,a22091,IL,16,a22078,IL,11.1211
5331,a60343,TN,17,a60354,TN,48.4827
2413,a29964,MD,15,a30451,MD,22.607
4863,a47168,NY,14,a40859,NJ,36.6716
4623,a46247,NY,14,a40859,NJ,36.6716
3217,a41312,NJ,2,a42598,NJ,14.115
4551,a45812,NY,2,a42598,NJ,14.115
4652,a46406,NY,2,a42598,NJ,14.115
3166,a41254,NJ,2,a42598,NJ,14.115
3803,a42348,NJ,14,a40859,NJ,36.6716
2512,a30294,MD,15,a30451,MD,22.607
2048,a24545,IN,4,a24882,IN,49.0342
1863,a22519,IL,16,a22078,IL,11.1211
3159,a41240,NJ,5,a58089,PA,35.3072
503,a12834,CO,30,a12127,CO,2.71135
3664,a42042,NJ,67,a41808,NJ,33.1584
5714,a62969,TX,11,a66091,TX,49.3194
5631,a62749,TX,11,a66091,TX,49.3194
4671,a46519,NY,18,a46880,NY,22.6004
248,a11991,CO,30,a12127,CO,2.71135
1254,a19142,GA,40,a18790,GA,45.353
3124,a40934,NJ,14,a40859,NJ,36.6716
3901,a42491,NJ,67,a41808,NJ,33.1584
4874,a47180,NY,14,a40859,NJ,36.6716
4221,a43887,NY,66,a13186,CT,49.2057
2946,a31704,MA,66,a13186,CT,49.2057
1385,a21119,IL,16,a22078,IL,11.1211
3399,a41614,NJ,2,a42598,NJ,14.115
549,a12954,CT,58,a13035,CT,27.775
5071,a57166,PA,7,a57195,PA,29.2139
1620,a21782,IL,16,a22078,IL,11.1211
2730,a30771,MD,15,a30451,MD,22.607
971,a13596,CT,66,a13186,CT,49.2057
2911,a31652,MA,66,a13186,CT,49.2057
4465,a45367,NY,18,a46880,NY,22.6004
4779,a46997,NY,18,a46880,NY,22.6004
5704,a62943,TX,11,a66091,TX,49.3194
5424,a60971,TN,17,a60354,TN,48.4827
1687,a22027,IL,16,a22078,IL,11.1211
3406,a41622,NJ,14,a40859,NJ,36.6716
6081,a66103,TX,11,a66091,TX,49.3194
5259,a58059,PA,5,a58089,PA,35.3072
2186,a24974,IN,4,a24882,IN,49.0342
10,a11631,CO,30,a12127,CO,2.71135
1962,a23897,IL,16,a22078,IL,11.1211
4945,a47888,NY,18,a46880,NY,22.6004
2038,a24533,IN,4,a24882,IN,49.0342
4464,a45363,NY,18,a46880,NY,22.6004
1566,a21654,IL,16,a22078,IL,11.1211
3123,a40933,NJ,14,a40859,NJ,36.6716
4214,a43623,NY,18,a46880,NY,22.6004
626,a13099,CT,57,a13101,CT,45.6509
3995,a42612,NJ,2,a42598,NJ,14.115
2985,a32690,MA,66,a13186,CT,49.2057
3978,a42595,NJ,2,a42598,NJ,14.115
386,a12188,CO,30,a12127,CO,2.71135
2063,a24570,IN,4,a24882,IN,49.0342
4691,a46600,NY,18,a46880,NY,22.6004
1045,a13793,DE,5,a58089,PA,35.3072
5448,a61014,TN,17,a60354,TN,48.4827
5298,a58138,PA,5,a58089,PA,35.3072
2867,a31156,MD,15,a30451,MD,22.607
4251,a44357,NY,18,a46880,NY,22.6004
570,a13005,CT,58,a13035,CT,27.775
3669,a42056,NJ,2,a42598,NJ,14.115
1103,a18687,GA,40,a18790,GA,45.353
237,a11951,CO,30,a12127,CO,2.71135
140,a11803,CO,30,a12127,CO,2.71135
4281,a44536,NY,18,a46880,NY,22.6004
33,a11655,CO,30,a12127,CO,2.71135
2421,a29979,MD,15,a30451,MD,22.607
3076,a40875,NJ,14,a40859,NJ,36.6716
2736,a30784,MD,15,a30451,MD,22.607
4682,a46568,NY,18,a46880,NY,22.6004
4150,a43477,NY,18,a46880,NY,22.6004
485,a12583,CO,30,a12127,CO,2.71135
1406,a21256,IL,16,a22078,IL,11.1211
5063,a57153,PA,7,a57195,PA,29.2139
3292,a41401,NJ,2,a42598,NJ,14.115
1161,a18810,GA,40,a18790,GA,45.353
2601,a30513,MD,15,a30451,MD,22.607
3641,a41997,NJ,67,a41808,NJ,33.1584
2418,a29975,MD,15,a30451,MD,22.607
5770,a63052,TX,11,a66091,TX,49.3194
4628,a46315,NY,14,a40859,NJ,36.6716
3718,a42141,NJ,2,a42598,NJ,14.115
3880,a42463,NJ,2,a42598,NJ,14.115
542,a12931,CT,58,a13035,CT,27.775
995,a13637,CT,66,a13186,CT,49.2057
4554,a45823,NY,18,a46880,NY,22.6004
5127,a57801,PA,5,a58089,PA,35.3072
3667,a42046,NJ,2,a42598,NJ,14.115
6164,a66239,TX,11,a66091,TX,49.3194
1264,a19296,GA,40,a18790,GA,45.353
1761,a22153,IL,16,a22078,IL,11.1211
5726,a62991,TX,11,a66091,TX,49.3194
3922,a42520,NJ,2,a42598,NJ,14.115
2910,a31651,MA,66,a13186,CT,49.2057
3894,a42483,NJ,67,a41808,NJ,33.1584
3845,a42396,NJ,14,a40859,NJ,36.6716
3916,a42511,NJ,2,a42598,NJ,14.115
3457,a41724,NJ,5,a58089,PA,35.3072
4048,a42674,NJ,67,a41808,NJ,33.1584
2214,a25007,GM,4,a24882,IN,49.0342
3028,a40818,NJ,14,a40859,NJ,36.6716
1302,a19413,GA,40,a18790,GA,45.353
2633,a30586,MD,15,a30451,MD,22.607
5845,a63224,TX,11,a66091,TX,49.3194
4875,a47182,NY,14,a40859,NJ,36.6716
3437,a41682,NJ,14,a40859,NJ,36.6716
2771,a30833,MD,15,a30451,MD,22.607
6129,a66183,TX,11,a66091,TX,49.3194
3568,a41901,NJ,2,a42598,NJ,14.115
3250,a41347,NJ,2,a42598,NJ,14.115
6198,a68193,VA,15,a30451,MD,22.607
3460,a41731,NJ,5,a58089,PA,35.3072
997,a13640,CT,57,a13101,CT,45.6509
651,a13126,CT,57,a13101,CT,45.6509
254,a12000,CO,30,a12127,CO,2.71135
5992,a65958,TX,11,a66091,TX,49.3194
2095,a24846,IN,4,a24882,IN,49.0342
4794,a47069,NY,2,a42598,NJ,14.115
1835,a22367,IL,16,a22078,IL,11.1211
322,a12103,CO,30,a12127,CO,2.71135
3109,a40916,NJ,14,a40859,NJ,36.6716
3934,a42537,NJ,14,a40859,NJ,36.6716
3363,a41560,NJ,2,a42598,NJ,14.115
724,a13208,CT,57,a13101,CT,45.6509
6086,a66111,TX,11,a66091,TX,49.3194
1164,a18816,GA,40,a18790,GA,45.353
4609,a46229,NY,14,a40859,NJ,36.6716
4731,a46769,NY,18,a46880,NY,22.6004
2941,a31699,MA,66,a13186,CT,49.2057
4889,a47204,NY,14,a40859,NJ,36.6716
2780,a30843,MD,15,a30451,MD,22.607
5374,a60412,TN,17,a60354,TN,48.4827
3497,a41815,NJ,2,a42598,NJ,14.115
306,a12080,CO,30,a12127,CO,2.71135
3690,a42097,NJ,2,a42598,NJ,14.115
593,a13047,CT,58,a13035,CT,27.775
1982,a24220,IN,4,a24882,IN,49.0342
3628,a41982,NJ,2,a42598,NJ,14.115
4929,a47657,NY,18,a46880,NY,22.6004
2974,a32592,MA,66,a13186,CT,49.2057
1616,a21768,IL,16,a22078,IL,11.1211
2577,a30460,MD,15,a30451,MD,22.607
1128,a18741,GA,40,a18790,GA,45.353
3777,a42255,NJ,67,a41808,NJ,33.1584
643,a13117,CT,66,a13186,CT,49.2057
1074,a14061,DC,15,a30451,MD,22.607
2904,a31644,MA,66,a13186,CT,49.2057
4170,a43536,NY,18,a46880,NY,22.6004
4694,a46620,NY,18,a46880,NY,22.6004
185,a11861,CO,30,a12127,CO,2.71135
1603,a21733,IL,16,a22078,IL,11.1211
4198,a43591,NY,18,a46880,NY,22.6004
1464,a21359,IL,16,a22078,IL,11.1211
397,a12383,CO,30,a12127,CO,2.71135
791,a13295,CT,57,a13101,CT,45.6509
338,a12121,CO,30,a12127,CO,2.71135
308,a12082,CO,30,a12127,CO,2.71135
1576,a21672,IL,16,a22078,IL,11.1211
3498,a41816,NJ,67,a41808,NJ,33.1584
5208,a57985,PA,5,a58089,PA,35.3072
4851,a47155,NY,14,a40859,NJ,36.6716
4413,a44987,NY,18,a46880,NY,22.6004
990,a13631,CT,66,a13186,CT,49.2057
2327,a27201,KY,17,a60354,TN,48.4827
4587,a46195,NY,14,a40859,NJ,36.6716
5582,a62508,TX,11,a66091,TX,49.3194
5860,a63253,TX,11,a66091,TX,49.3194
2203,a24993,IN,4,a24882,IN,49.0342
327,a12108,CO,30,a12127,CO,2.71135
4729,a46751,NY,18,a46880,NY,22.6004
168,a11837,CO,30,a12127,CO,2.71135
4187,a43570,NY,18,a46880,NY,22.6004
2566,a30448,MD,15,a30451,MD,22.607
5759,a63038,TX,11,a66091,TX,49.3194
3979,a42596,NJ,2,a42598,NJ,14.115
4130,a43423,NY,18,a46880,NY,22.6004
3271,a41370,NJ,2,a42598,NJ,14.115
5569,a62475,TX,11,a66091,TX,49.3194
1354,a19698,GA,40,a18790,GA,45.353
804,a13324,CT,66,a13186,CT,49.2057
3526,a41849,NJ,2,a42598,NJ,14.115
797,a13301,CT,57,a13101,CT,45.6509
415,a12410,CO,30,a12127,CO,2.71135
1779,a22205,IL,16,a22078,IL,11.1211
2168,a24955,IN,4,a24882,IN,49.0342
4136,a43455,NY,18,a46880,NY,22.6004
5772,a63055,TX,11,a66091,TX,49.3194
2056,a24558,IN,4,a24882,IN,49.0342
231,a11941,CO,30,a12127,CO,2.71135
259,a12007,CO,30,a12127,CO,2.71135
4239,a44306,NY,2,a42598,NJ,14.115
4059,a42694,NJ,67,a41808,NJ,33.1584
1028,a13681,CT,66,a13186,CT,49.2057
6114,a66151,TX,11,a66091,TX,49.3194
4819,a47110,NY,2,a42598,NJ,14.115
4387,a44946,NY,2,a42598,NJ,14.115
2090,a24787,IN,16,a22078,IL,11.1211
5078,a57200,PA,7,a57195,PA,29.2139
713,a13194,CT,57,a13101,CT,45.6509
366,a12166,CO,30,a12127,CO,2.71135
1850,a22433,IL,16,a22078,IL,11.1211
1339,a19594,GA,40,a18790,GA,45.353
4520,a45611,NY,18,a46880,NY,22.6004
