geoid_hashed,DADI,DACI,DAGI,DAEI,Inquiries,Google,BLS Job Openings,BLS Current Employment,BLS Future Employment,BLS Generalist Jobs,BLS Gen Jobs Opennings,2019 Completion
a46845,36.17,3.41,85.86,139.05,7,22.668,3.3512,36.9,36.517,0.072123,0.070005,0
a46846,36.22,3.42,86.02,139.28,9,29.955,4.3135,48.283,47.068,0.095308,0.092034,0
a46847,37.51,3.65,89.16,144.12,4,24.162,3.5807,39.287,39.007,0.076877,0.07363,0
a46848,36.15,3.4,85.78,138.92,4,12.589,1.9064,20.558,20.738,0.040056,0.039119,0
a46849,35.89,3.38,85.28,138.11,3,4.7316,0.69,7.6958,7.5269,0.015055,0.014031,0
a46850,37.98,3.69,89.94,145.37,2,38.914,5.5343,62.174,60.407,0.12381,0.11794,0
a46851,37.79,3.68,89.64,144.87,2,26.976,3.8288,42.724,41.768,0.08583,0.081656,0
a46852,37.63,3.69,89.35,144.38,5,30.65,4.4551,49.248,48.562,0.097522,0.093525,0
a46853,37.59,3.66,89.32,144.34,13,27.038,3.9256,43.767,42.821,0.086029,0.081714,0
a46854,37.53,3.65,89.18,144.12,0,28.737,4.2562,47.461,46.428,0.091435,0.086987,0
a46855,37.41,3.67,89,143.82,1,10.846,1.7172,19.057,18.725,0.034508,0.032884,0
a46856,37.49,3.68,89.08,143.92,4,33.375,4.8666,54.007,53.065,0.10619,0.10172,0
a46857,36.69,3.45,86.87,140.68,5,12.273,1.7754,19.865,19.372,0.039048,0.037076,0
a46858,37.69,3.69,89.44,144.5,3,20.969,3.4284,38.079,37.385,0.066717,0.063685,0
a46859,38,3.7,89.94,145.31,1,10.15,1.4678,16.228,16,0.032294,0.030984,0
a46860,37.98,3.7,89.96,145.37,6,19.118,3.4321,38.058,37.421,0.060829,0.069965,0
a46861,36.09,3.17,85.43,138.42,6,33.732,5.1564,56.336,56.153,0.10733,0.10397,0
a46862,37.75,3.71,89.39,144.38,4,47.686,7.1655,80.26,78.193,0.15172,0.14745,0
a46863,36.37,3.19,85.81,139.09,9,33.281,4.8265,54.042,52.667,0.10589,0.0998,0
a46864,38.16,3.74,90.1,145.54,1,6.2879,0.90814,10.175,9.9101,0.020007,0.019124,0
a46865,33.46,2.88,77.61,125.92,1,18.503,2.6391,29.561,28.798,0.058871,0.055867,0
a46867,32.91,2.86,77.34,125.44,0,0.075812,0.010393,0.12148,0.11383,0.00024121,0.00029282,0
a46868,38.45,3.77,90.49,146.16,9,26.779,3.9098,42.995,42.6,0.085206,0.081958,0
a46869,32.9,2.87,77.57,125.82,1,9.9492,1.4307,16.063,15.616,0.031656,0.029894,0
a46870,38.28,3.76,90.19,145.65,7,17.566,2.5708,27.989,27.987,0.055891,0.054141,0
a46871,32.69,2.85,77.21,125.23,2,14.757,2.1763,24.016,23.719,0.046952,0.0444,0
a46872,38.67,3.79,90.72,146.51,6,30.236,4.434,48.955,48.327,0.096202,0.092884,0
a46873,32.97,2.87,77.96,126.45,0,17.606,2.5801,28.247,28.101,0.056019,0.052983,0
a46874,32.52,2.83,77.02,124.9,6,18.306,2.7038,28.511,29.36,0.058246,0.05626,0
a46875,32.41,2.83,76.98,124.84,10,24.554,3.5212,39.18,38.403,0.078125,0.074117,0
a46876,38,3.74,89.52,144.48,5,20.612,3.1479,34.699,34.305,0.065582,0.063316,0
a46877,32.49,2.84,77.3,125.35,6,16.732,2.4829,27.596,27.077,0.053238,0.050753,0
a46878,32.43,2.85,77.37,125.47,10,23.167,3.2523,35.764,35.436,0.073712,0.070374,0
a46879,32.14,2.82,76.65,124.29,6,25.178,3.5817,39.958,39.071,0.080112,0.076496,0
a46880,37.73,3.24,89.18,143.96,4,18.066,2.6397,29.226,28.777,0.05748,0.055328,3240
a46881,38.13,3.75,89.92,145.2,11,11.746,1.7074,19.136,18.632,0.037374,0.035539,0
a46882,32.13,2.82,76.83,124.57,4,27.404,4.0415,43.603,43.966,0.087192,0.082897,0
a46883,31.93,2.81,76.52,124.05,26,22.971,4.3861,46.882,47.68,0.073088,0.070721,0
a46884,31.49,2.77,75.64,122.63,10,14.369,2.0928,22.73,22.78,0.045717,0.043895,0
a46885,32.1,2.83,77.08,124.96,14,32.193,4.5651,51.284,49.828,0.10243,0.097443,0
a46886,31.69,2.79,76.08,123.34,6,16.777,2.493,27.761,27.191,0.053379,0.050441,0
a46887,37.39,3.69,88.53,142.87,1,8.9859,1.3242,14.727,14.442,0.028591,0.026954,0
a46888,37.08,3.66,87.96,141.91,0,10.27,1.4789,16.614,16.142,0.032678,0.030934,0
a46889,36.73,3.63,87.49,141.16,18,11.341,1.6633,18.257,18.12,0.036083,0.034847,0
a46890,36.44,3.6,86.94,140.28,2,29.705,4.3216,48.162,47.139,0.094514,0.089894,0
a46891,31.27,2.76,75.26,121.98,2,18.529,2.7216,29.118,29.588,0.058956,0.056671,0
a46892,36.18,3.58,86.65,139.86,2,12.232,1.7739,19.872,19.358,0.038921,0.036885,0
a46893,35.51,3.52,85.44,137.85,1,18.034,2.5953,29.176,28.329,0.057381,0.054496,0
a46894,35.78,3.54,85.94,138.68,5,31.511,4.5647,50.984,49.8,0.10026,0.095277,0
a46895,35.77,3.54,85.85,138.48,5,11.978,1.734,19.365,18.917,0.038112,0.036279,0
a46896,31.08,2.75,75.09,121.69,26,34.9,5.0958,56.436,55.555,0.11104,0.10586,0
a46897,30.84,2.72,74.41,120.59,8,26.552,3.9244,41.988,42.664,0.084482,0.083201,0
a46899,31.95,2.82,76.96,124.71,3,10.832,1.5908,17.55,17.337,0.034465,0.033361,0
a46900,31.45,2.79,75.99,123.16,62,38.535,5.6496,61.56,61.51,0.12261,0.1168,0
a46901,30.8,2.73,74.48,120.68,15,45.911,6.782,74.243,73.867,0.14608,0.13966,0
a46902,30.59,2.71,74.14,120.11,3,19.756,2.9094,31.391,31.651,0.062858,0.060652,0
a46903,36.52,3.61,87.24,140.81,5,25.986,3.7789,42.209,41.227,0.08268,0.078716,0
a46904,36.87,3.64,87.8,141.71,1,15.22,2.2197,24.717,24.21,0.048427,0.045864,0
a46905,31.49,2.79,76.09,123.29,18,30.931,4.4292,49.276,48.306,0.098416,0.094133,0
a46906,31.15,2.76,75.4,122.14,7,28.153,4.421,49.241,48.22,0.089576,0.090422,0
a46907,37,3.65,88.08,142.21,2,18.801,2.7406,30.726,29.908,0.059821,0.057814,0
a46908,37.31,3.68,88.55,142.95,9,28.095,4.07,45.518,44.407,0.089391,0.084952,0
a46909,37.45,3.69,88.88,143.54,5,33.259,4.8043,54.064,52.446,0.10582,0.10187,0
a46910,36.93,3.64,88.02,142.13,2,16.108,2.3388,26.246,25.526,0.051251,0.048678,0
a46911,33.4,2.93,79.43,128.81,0,11.229,1.6499,18.15,17.978,0.035728,0.034634,0
a46913,36.2,3.57,86.75,140.05,1,11.943,1.7209,19.393,18.789,0.037998,0.036722,0
a46914,35.39,3.5,85.27,137.62,1,13.66,1.9833,22.209,21.642,0.043461,0.040819,0
a46915,35.72,3.53,85.9,138.66,1,8.6381,1.2546,14.02,13.688,0.027484,0.026004,0
a46916,36.13,3.56,86.66,139.92,3,14.761,2.1767,24.224,23.74,0.046966,0.045307,0
a46917,35.1,3.47,84.77,136.83,0,11.546,1.6669,18.772,18.198,0.036736,0.03451,0
a46918,35.48,3.51,85.49,138.01,2,9.811,1.4281,15.863,15.573,0.031216,0.029892,0
a46919,35.72,3.53,85.94,138.76,5,10.458,1.5087,16.799,16.455,0.033273,0.031668,0
a46920,36.01,3.55,86.47,139.64,1,6.9658,1.0289,11.419,11.219,0.022163,0.021186,0
a46921,36.31,3.58,86.99,140.49,0,15.336,2.2276,24.881,24.302,0.048796,0.046348,0
a46922,36.54,3.6,87.38,141.1,0,10.797,1.5798,17.678,17.238,0.034352,0.032411,0
a46923,36.75,3.62,87.77,141.74,1,7.5812,1.1066,12.362,12.073,0.024121,0.022872,0
a46924,37,3.64,88.19,142.43,0,5.0259,0.73454,8.1675,8.0106,0.015991,0.015132,0
a46925,37.15,3.65,88.45,142.87,2,9.6816,1.3889,15.606,15.16,0.030805,0.029204,0
a46926,37.29,3.67,88.69,143.26,1,15.631,2.3504,26.139,25.633,0.049733,0.04766,0
a46927,37.5,3.69,89.04,143.84,0,18.137,2.6424,29.497,28.827,0.057707,0.055623,0
a46928,37.67,3.7,89.41,144.43,14,21.214,3.0424,33.849,33.181,0.067498,0.064024,0
a46929,37.45,3.68,88.98,143.75,6,41.688,5.9985,67.283,65.465,0.13264,0.12563,0
a46930,37.2,3.65,88.59,143.11,1,9.6281,1.4019,15.499,15.281,0.030634,0.02952,0
a46931,36.93,3.63,88.09,142.28,3,12.714,1.8596,20.622,20.276,0.040453,0.038583,0
a46932,36.54,3.6,87.42,141.2,10,23.002,3.3766,37.365,36.809,0.073187,0.069841,0
a46933,36.18,3.56,86.81,140.21,1,8.6158,1.2503,13.934,13.638,0.027413,0.026485,0
a46934,36.86,3.62,88,142.16,1,9.7218,1.4195,15.699,15.473,0.030932,0.029849,0
a46935,37.22,3.65,88.65,143.21,1,11.51,1.6714,18.75,18.241,0.036622,0.035363,0
a46936,37.21,3.65,88.66,143.25,2,11.18,1.6132,18.2,17.615,0.035572,0.03463,0
a46937,36.98,3.63,88.2,142.52,0,15.336,2.2452,24.81,24.473,0.048796,0.04706,0
a46938,36.71,3.6,87.72,141.72,0,10.31,1.5107,16.821,16.477,0.032805,0.031337,0
a46939,36.7,3.6,87.74,141.77,2,6.172,0.90539,10.075,9.8746,0.019638,0.01864,0
a46940,37.1,3.63,88.45,142.92,0,6.9346,1.0183,11.154,11.091,0.022064,0.021263,0
a46941,37.27,3.65,88.76,143.45,1,7.6882,1.1121,12.469,12.137,0.024462,0.023163,0
a46942,37.21,3.62,88.68,143.34,0,7.4474,1.0943,12.126,11.931,0.023696,0.022852,0
a46943,37.4,3.64,88.98,143.82,0,14.056,2.0305,22.616,22.147,0.044724,0.042759,0
a46944,36.75,3.6,87.84,141.94,3,12.562,1.8201,20.487,19.87,0.039971,0.038391,0
a46946,36.93,3.59,88.13,142.45,4,19.042,2.7927,30.619,30.421,0.060587,0.058791,0
a46947,36.66,3.56,87.63,141.64,2,16.219,2.3709,26.232,25.846,0.051606,0.049861,0
a46948,36.93,3.58,88.07,142.38,7,50.196,7.29,80.967,79.495,0.15971,0.15243,0
a46949,37.12,3.6,88.51,143.12,15,29.165,4.4217,48.719,48.185,0.092797,0.08888,0
a46950,36.71,3.56,87.68,141.79,0,17.637,2.5497,28.747,27.838,0.056118,0.053087,0
a46951,36.47,3.54,87.27,141.12,8,16.054,2.3387,26.174,25.519,0.051081,0.04863,0
a46952,36.9,3.57,88,142.33,2,14.623,2.1221,23.766,23.157,0.046526,0.044926,0
a46953,36.7,3.55,87.62,141.71,1,7.6302,1.1097,12.24,12.094,0.024278,0.022876,0
a46954,36.46,3.53,87.15,140.94,2,18.248,2.6669,29.554,29.076,0.058062,0.053745,0
a46955,35.92,3.49,86.21,139.36,0,16.433,2.3778,26.525,25.939,0.052287,0.04961,0
a46956,35.38,3.47,85.3,137.84,0,0.32555,0.048934,0.54307,0.53357,0.0010358,0.00099265,0
a46957,34.74,3.41,84.07,135.83,1,15.011,2.1797,24.295,23.776,0.047761,0.045234,0
a46958,34.99,3.44,84.56,136.63,1,16.126,2.3525,26.224,25.661,0.051308,0.048698,0
a46959,34.57,3.4,83.76,135.32,7,18.458,2.6833,30.069,29.282,0.058729,0.056482,0
a46960,34.09,3.36,82.84,133.81,1,17.455,2.5309,28.34,27.617,0.055536,0.052852,0
a46961,35.8,3.51,86.06,139.1,4,16.692,2.432,27.211,26.536,0.05311,0.05032,0
a46962,36.23,3.52,86.82,140.35,1,5.8197,0.85231,9.518,9.2983,0.018517,0.017556,0
a46963,36.28,3.55,87.03,140.66,26,14.837,2.1507,24.095,23.47,0.047207,0.044933,0
a46964,35.91,3.52,86.25,139.39,7,43.494,6.3765,70.485,69.506,0.13839,0.13277,0
a46965,35.03,3.45,84.63,136.72,6,26.73,3.8974,43.474,42.515,0.085049,0.080908,0
a46966,34.6,3.41,83.81,135.35,2,30.195,4.3893,48.848,47.872,0.096074,0.091405,0
a46967,34.9,3.44,84.4,136.27,1,21.767,3.1528,35.142,34.39,0.069257,0.066001,0
a46968,34.41,3.4,83.5,134.84,0,0.32109,0.047032,0.51449,0.51223,0.0010216,0.00091926,0
a46969,35.14,3.46,84.88,137.08,0,7.9424,1.1411,12.662,12.443,0.025271,0.023951,0
a46970,35.45,3.49,85.45,138.01,0,10.395,1.5258,16.971,16.64,0.033075,0.031458,0
a46971,35.67,3.51,85.9,138.75,1,4.1206,0.60365,6.6812,6.5807,0.013111,0.012449,0
a46972,35.98,3.53,86.45,139.67,4,11.8,1.7272,19.236,18.839,0.037544,0.035692,0
a46973,36.38,3.56,87.16,140.82,1,20.335,3.0249,33.72,32.996,0.064702,0.061584,0
a46974,36.07,3.55,86.62,139.93,3,16.384,2.3857,26.696,26.031,0.052131,0.049272,0
a46975,35.48,3.5,85.53,138.13,1,9.8778,1.4341,16.085,15.651,0.031429,0.02969,0
a46976,35.19,3.47,84.96,137.18,1,13.209,1.9276,21.444,21.023,0.042028,0.04006,0
a46977,35.57,3.51,85.67,138.35,2,13.53,1.9781,21.887,21.563,0.04305,0.041434,0
a46978,36.08,3.55,86.63,139.94,0,6.1318,0.90538,9.9896,9.8675,0.01951,0.01898,0
a46979,35.81,3.52,86.12,139.1,0,11.283,1.6531,18.55,18.042,0.035898,0.034802,0
a46980,36.39,3.58,87.18,140.84,5,12.607,1.8426,20.615,20.105,0.040113,0.038155,0
a46981,35.92,3.54,86.31,139.4,1,13.753,1.9888,22.051,21.684,0.043759,0.041512,0
a46982,35.58,3.51,85.7,138.39,7,12.482,1.8355,20.265,20.005,0.039715,0.037934,0
a46983,35.15,3.47,84.87,137.02,4,15.372,2.2476,24.953,24.509,0.04891,0.046798,0
a46984,34.2,3.39,83.07,134.05,0,19.426,2.8346,31.491,30.911,0.061808,0.058934,0
a46985,34.59,3.43,83.82,135.22,4,13.205,1.8911,21.122,20.631,0.042014,0.039957,0
a46986,34.12,3.38,82.96,133.88,1,13.343,1.9357,21.58,21.115,0.042454,0.04011,0
a46987,33.68,3.35,82.13,132.51,2,14.685,2.0988,23.488,22.901,0.046725,0.044286,0
a46988,33.86,3.35,82.43,133.08,0,29.112,4.2199,47.204,46.043,0.092626,0.087863,0
a46989,33.4,3.32,81.6,131.68,5,23.203,3.3644,37.636,36.709,0.073826,0.069976,0
a46990,32.97,3.29,80.79,130.38,1,8.5712,1.2428,13.813,13.553,0.027271,0.026055,0
a46991,33.04,3.29,80.86,130.51,3,37.286,5.4314,60.223,59.219,0.11864,0.11202,0
a46992,33.67,3.33,82.05,132.49,0,8.0004,1.1766,12.855,12.813,0.025455,0.023784,0
a46993,33.21,3.29,81.17,131.04,9,32.595,4.733,52.949,51.642,0.10371,0.098122,0
a46994,33.44,3.31,81.63,131.81,4,9.0528,1.3438,14.942,14.655,0.028804,0.027525,0
a46995,32.54,3.24,79.93,128.99,3,21.624,3.164,35.342,34.518,0.068803,0.064941,0
a46996,32.88,3.27,80.57,130.05,6,17.089,2.4717,27.746,26.977,0.054373,0.051092,0
a46997,32.65,3.24,80.1,129.31,6,17.959,2.6237,29.261,28.621,0.05714,0.054309,0
a46998,33.04,3.27,80.86,130.59,19,19.488,2.8422,31.612,30.997,0.062006,0.059128,0
a46999,33.61,3.31,81.88,132.26,6,28.916,4.2698,46.232,46.463,0.092002,0.089407,0
a47001,,,,,1,15.328,3.383,39.131,37.9,0.062024,0.055718,0
a47002,,,,,0,14.77,3.4011,36.7,37.828,0.059767,0.054673,0
a47003,,,,,0,11.324,2.5872,27.314,28.713,0.045822,0.041716,0
a47004,,,,,0,9.4865,2.2018,21.855,24.291,0.038386,0.035091,0
a47005,,,,,0,7.6864,1.7874,18.654,19.815,0.031102,0.028601,0
a47006,,,,,0,8.9492,2.0563,22.68,22.922,0.036212,0.032736,0
a47007,,,,,0,19.127,4.2814,44.717,47.465,0.077395,0.06969,0
a47008,,,,,0,6.2661,1.503,15.435,16.635,0.025355,0.023607,0
a47009,,,,,0,10.77,2.4519,25.863,27.209,0.043579,0.03927,0
a47010,,,,,0,13.976,3.1982,34.56,35.576,0.056555,0.051058,0
a47011,,,,,0,18.302,4.1089,46.494,45.925,0.074058,0.065213,924
a47012,,,,,0,10.523,2.3383,27.088,26.2,0.042582,0.038768,0
a47013,,,,,0,19.924,4.5364,50.938,50.663,0.080622,0.072301,0
a47014,,,,,0,12.32,2.9932,34.261,33.496,0.049852,0.04395,0
a47015,,,,,1,8.8225,2.0797,23.37,23.228,0.0357,0.032429,0
a47016,,,,,0,22.707,5.2046,59.952,58.282,0.09188,0.081786,0
a47017,,,,,2,11.478,2.6709,30.615,29.893,0.046446,0.040679,0
a47018,,,,,0,12.378,2.7467,30.334,30.623,0.050088,0.044895,0
a47019,,,,,1,19.384,4.453,51.337,49.87,0.078434,0.068476,0
a47020,,,,,1,13.419,3.1372,36.093,35.126,0.054297,0.047643,0
a47021,,,,,1,12.152,2.8492,32.438,31.866,0.049174,0.043054,0
a47022,,,,,0,5.6193,1.4847,16.849,16.599,0.022738,0.020064,0
a47023,,,,,0,13.966,3.6472,41.96,40.836,0.056513,0.050462,0
a47024,,,,,2,19.993,5.2342,60.052,58.589,0.080899,0.072179,0
a47025,,,,,0,7.0635,1.6955,19.697,19.004,0.028582,0.025674,0
a47026,,,,,0,5.1744,1.2076,13.53,13.483,0.020938,0.018688,0
a47027,,,,,0,6.5262,1.5304,16.958,17.068,0.026408,0.023746,0
a47028,,,,,0,14.911,3.5742,41.008,40.008,0.060335,0.052674,0
a47029,,,,,1,19.846,4.7586,54.166,53.221,0.080304,0.070267,0
a47030,,,,,0,8.4084,1.9787,22.78,22.156,0.034024,0.029603,0
a47031,,,,,0,13.093,3.6798,41.77,41.143,0.052982,0.046873,0
a47032,,,,,0,4.0554,0.88034,10.093,9.8533,0.01641,0.014333,0
a47033,,,,,1,23.408,5.1803,59,57.94,0.094719,0.083435,0
a47034,,,,,0,7.2312,1.7379,19.778,19.436,0.02926,0.026217,0
a47035,,,,,0,23.193,5.5326,62.273,61.804,0.093847,0.083118,0
a47036,,,,,0,24.442,5.7839,65.565,64.659,0.098901,0.087218,0
a47037,,,,,0,21.324,5.1904,59.245,58.066,0.086286,0.07547,0
a47038,,,,,0,16.594,4.0814,46.803,45.682,0.067148,0.058746,0
a47039,,,,,0,4.9931,1.1773,13.24,13.15,0.020204,0.018243,0
a47040,,,,,1,12.649,2.9694,34.297,33.262,0.051182,0.044497,0
a47041,,,,,0,3.7268,0.85232,9.93,9.5561,0.01508,0.013773,0
a47042,,,,,1,9.8971,2.3034,26.027,25.741,0.040048,0.035799,0
a47043,38.69,3.36,84.89,137.67,0,10.087,1.6111,17.157,17.508,0.032096,0.030714,0
a47044,37.63,3.24,83.11,134.85,3,11.158,1.6499,17.721,17.942,0.035501,0.033081,0
a47045,38.74,3.38,84.73,137.42,10,22.253,3.4006,36.507,36.98,0.070804,0.06953,0
a47046,37.31,3.22,82.27,133.52,7,25.571,3.7609,40.752,40.928,0.08136,0.076725,0
a47047,38.52,3.35,84.17,136.52,5,10.516,1.554,16.221,16.861,0.033458,0.031409,0
a47048,38.39,3.34,83.92,136.12,3,19.096,2.9167,30.59,31.658,0.060758,0.057535,0
a47049,38.22,3.32,83.67,135.72,2,8.259,1.2996,13.991,14.136,0.026278,0.02454,0
a47050,36.88,3.17,81.85,132.86,2,4.522,0.68191,6.331,7.3348,0.014388,0.013401,0
a47051,37.07,3.19,81.67,132.58,2,11.238,1.6622,17.95,18.084,0.035757,0.033099,0
a47052,36.81,3.17,81.18,131.78,2,15.18,2.2583,23.902,24.53,0.0483,0.045507,0
a47053,38.18,3.31,83.93,136.12,8,20.153,4.5775,48.019,49.686,0.064121,0.061243,0
a47054,37.8,3.27,83.01,134.69,5,9.7351,1.4566,15.513,15.829,0.030975,0.029235,0
a47055,37.57,3.25,82.34,133.62,15,26.842,4.1025,41.695,44.421,0.085404,0.081076,0
a47056,37.8,3.28,82.7,134.17,13,15.675,2.3214,24.981,25.248,0.049875,0.046393,0
a47057,37.24,3.21,81.9,132.91,6,11.693,1.7556,18.893,19.095,0.037204,0.034825,0
a47058,37.6,3.26,82.07,133.18,1,10.025,1.4955,15.978,16.256,0.031897,0.029959,0
a47059,37.25,3.22,81.83,132.81,49,58.723,8.9,95.551,96.782,0.18684,0.17455,0
a47060,37.27,3.23,81.32,132,3,17.356,2.5534,27.768,27.795,0.055224,0.051313,0
a47061,36.89,3.18,80.83,131.24,2,17.303,2.5688,27.618,27.938,0.055054,0.051402,0
a47062,37.85,3.29,82.34,133.6,5,11.929,1.7605,18.993,19.152,0.037956,0.035275,0
a47063,36.52,3.15,80.45,130.62,25,15.961,2.3612,25.424,25.682,0.050783,0.047226,0
a47064,38.12,3.32,82.74,134.24,4,12.857,1.9048,19.872,20.667,0.040907,0.0379,0
a47065,35.95,3.09,79.12,128.5,7,38.566,5.7502,61.61,62.52,0.12271,0.11593,0
a47066,36.33,3.12,80.44,130.6,5,21.232,3.1354,33.785,34.106,0.067554,0.063014,0
a47067,38.1,3.31,83.12,134.83,18,18.592,2.7771,28.604,30.1,0.059154,0.055956,0
a47068,38.3,3.33,83.47,135.41,3,7.8934,1.1995,11.705,12.948,0.025115,0.02422,0
a47069,38.51,3.36,83.68,135.72,1,19.8,2.9568,30.812,32.078,0.063,0.059461,0
a47071,36.49,3.14,79.96,129.84,2,17.579,2.5957,28.075,28.244,0.055933,0.0518,0
a47072,36.16,3.11,79.13,128.53,2,15.773,2.338,25.303,25.441,0.050187,0.047356,0
a47073,38.29,3.35,82.67,134.12,15,18.333,2.9582,31.348,32.135,0.058331,0.05417,0
a47074,37.92,3.31,82.03,133.1,18,23.64,3.5298,37.336,38.339,0.075216,0.071257,0
a47075,35.55,3.05,78.17,126.99,5,26.146,3.8328,41.538,41.711,0.083191,0.077266,0
a47076,35.09,3.01,76.95,125.06,3,29.268,4.3171,46.79,46.982,0.093123,0.087673,0
a47077,35.88,3.09,78.46,127.46,6,13.811,2.0509,22.023,22.303,0.043944,0.040996,0
a47078,35.61,3.07,77.75,126.34,2,15.675,2.3339,24.931,25.369,0.049875,0.046969,0
a47079,37.65,3.28,81.55,132.33,4,13.602,2.0317,21.937,22.104,0.043277,0.040032,0
a47080,35.31,3.04,77,125.14,2,17.334,2.563,27.718,27.888,0.055153,0.051279,0
a47081,37.66,3.29,81.26,131.85,6,13.664,2.0428,21.365,22.168,0.043475,0.041287,0
a47082,34.7,2.97,76.04,123.61,4,20.148,3.0347,31.741,32.932,0.064106,0.061033,0
a47083,34.11,2.92,74.51,121.17,0,14.471,2.1407,23.059,23.285,0.046044,0.042901,0
a47084,34.4,2.95,75.28,122.38,5,26.976,3.9728,42.681,43.205,0.08583,0.080141,0
a47085,34.67,2.98,75.45,122.67,2,6.9078,1.0293,11.111,11.198,0.021979,0.020444,0
a47086,33.72,2.9,73.13,118.97,24,24.884,3.6119,39.222,39.313,0.079175,0.073183,0
a47087,34.33,2.95,74.56,121.26,7,21.638,3.2202,34.814,35.038,0.068846,0.063706,0
a47088,37.95,3.32,81.81,132.74,5,7.4206,1.1252,11.733,12.208,0.023611,0.022746,0
a47089,37.89,3.32,81.53,132.3,11,17.348,2.6044,26.918,28.236,0.055196,0.052545,0
a47090,34.91,3.01,76.13,123.76,26,17.896,2.6476,28.518,28.798,0.056941,0.052949,0
a47091,34.87,3.01,75.54,122.83,4,29.531,4.3113,46.718,46.918,0.09396,0.087381,0
a47092,37.58,3.29,80.83,131.18,6,12.331,1.8414,19.708,20.019,0.039233,0.036757,0
a47093,33.59,2.9,72.44,117.91,10,29.259,4.2862,46.489,46.648,0.093095,0.087769,0
a47094,34.14,2.95,73.72,119.93,4,17.16,2.533,27.475,27.568,0.0546,0.0516,0
a47095,34.27,2.95,74.27,120.79,11,28.612,4.1873,45.611,45.588,0.091037,0.085917,0
a47096,33.88,2.93,72.9,118.65,5,20.429,3.0086,32.67,32.747,0.065,0.061565,0
a47097,34.05,2.94,73.41,119.45,5,15.711,2.3102,25.038,25.142,0.049988,0.046253,0
a47098,37.29,3.24,80.81,131.15,3,15.421,2.3145,24.774,25.163,0.049066,0.046545,0
a47099,37.19,3.25,80.05,129.95,3,22.917,3.396,36.814,36.958,0.072918,0.06881,0
a47101,33.26,2.86,71.92,117.06,8,28.416,4.2457,45.775,46.186,0.090413,0.084143,0
a47102,32.92,2.89,71.07,115.72,1,14.761,2.1889,23.781,23.826,0.046966,0.043443,0
a47103,32.84,2.87,71.19,115.9,8,19.867,2.8845,31.226,31.388,0.063212,0.05891,0
a47104,37.07,3.22,80.47,130.64,4,13.432,1.9611,21.265,21.343,0.042738,0.039517,0
a47105,32.82,2.9,70.61,115.01,43,20.353,3.0611,32.07,33.224,0.064759,0.061802,0
a47106,33.61,2.98,71.78,116.88,8,22.547,3.471,37.3,37.748,0.07174,0.06678,0
a47107,33.64,2.98,72.05,117.32,8,33.05,4.879,52.921,53.101,0.10516,0.097227,0
a47108,32.94,2.91,70.51,114.88,3,19.595,2.9419,31.248,31.964,0.062347,0.059404,0
a47109,33.17,2.94,70.77,115.29,10,38.272,5.6665,61.31,61.659,0.12177,0.11271,0
a47110,33.28,2.93,71.59,116.57,6,20.514,3.0158,32.741,32.825,0.06527,0.061443,0
a47111,33.59,2.96,72.09,117.36,1,19.488,2.9055,30.919,31.573,0.062006,0.058507,0
a47112,36.67,3.18,79.41,128.95,3,11.309,1.6781,18.007,18.248,0.035984,0.033697,0
a47113,32.28,2.83,69.63,113.44,0,21.87,3.2003,34.292,34.796,0.069583,0.063976,0
a47114,36.67,3.17,79.81,129.64,9,31.431,4.6187,50.027,50.262,0.1,0.092471,0
a47115,36.03,3.12,78.08,126.87,0,13.218,1.8918,20.594,20.596,0.042056,0.039374,0
a47116,36.82,3.21,79.41,128.97,7,8.0807,1.203,13.019,13.09,0.025711,0.023802,0
a47117,36.5,3.17,78.85,128.07,15,32.434,4.7913,52.163,52.162,0.1032,0.097481,0
a47118,36.72,3.21,78.82,128.03,12,23.939,3.5351,38.343,38.474,0.076167,0.071901,0
a47119,36.39,3.18,78.37,127.31,37,22.842,3.4182,36.528,37.158,0.072677,0.069472,0
a47120,37,3.23,79.47,129.04,2,8.268,1.2115,13.105,13.183,0.026307,0.024323,0
a47121,31.4,2.76,67.38,109.92,5,29.183,4.3564,45.461,47.267,0.092853,0.087824,0
a47122,37.3,3.26,80.05,129.95,4,16.126,2.3736,25.817,25.839,0.051308,0.048804,0
a47123,37.92,3.33,81.19,131.75,17,29.91,4.4614,46.554,48.405,0.095166,0.09033,0
a47124,32.91,2.92,70.03,114.13,8,41.438,6.0147,64.947,65.437,0.13185,0.12264,0
a47125,32.18,2.84,68.67,111.99,8,29.683,4.7213,51.148,51.379,0.094443,0.087345,0
a47126,32.46,2.86,69.42,113.16,8,24.113,3.5703,38.651,38.851,0.07672,0.071322,0
a47127,37.56,3.3,80.36,130.44,17,24.536,3.6276,39.129,39.463,0.078068,0.07396,0
a47128,37.58,3.32,79.9,129.7,15,13.704,2.0276,21.13,21.997,0.043603,0.041341,0
a47129,32.18,2.9,68.32,111.47,25,38.856,5.8792,64.025,64.007,0.12363,0.11618,0
a47130,34.44,3.01,73.38,119.43,0,0.47717,0.07547,0.77887,0.81814,0.0015182,0.0014116,0
a47131,37.23,3.29,79.13,128.47,9,21.553,3.2058,34.142,34.838,0.068576,0.064646,0
a47132,37.31,3.29,79.53,129.11,10,14.917,2.2314,23.623,24.238,0.047463,0.045072,0
